List,URL,Title,Price,Description,Logo,Photos,Review,Details,Code
JRE Experience Podcast Sponsors & Promos,https://grandpascalzosfamous.com/shop/sweet-italian-chicken-sausage/,Sweet Italian Chicken Sausage | Grandpa Scalzo's Famous,84,Choose your quantity below (each pack is approx 1lb): 6 pound packs (24 servings): $84 12 pound packs (48 servings). $124 Available in sweet and hot varieties.,"https://grandpascalzosfamous.com/wp-content/uploads/2020/06/grandpa_scalzos_famous_logo600.png
","https://grandpascalzosfamous.com/wp-content/uploads/2022/10/main_sweet.jpg
https://grandpascalzosfamous.com/wp-content/uploads/2022/10/144393139_441021000595215_2363172897200657423_n.jpg
https://grandpascalzosfamous.com/wp-content/uploads/2022/10/166035717_485049916272430_4654545704310297760_n.jpg
https://grandpascalzosfamous.com/wp-content/uploads/2020/04/gourmet-itlian-chicken-sausage-grandpa-scalzos-famous.jpg
https://grandpascalzosfamous.com/wp-content/uploads/2022/10/187071713_482295613082261_398307282587614732_n.jpg
https://grandpascalzosfamous.com/wp-content/uploads/2020/04/12pack_new2.jpg
https://grandpascalzosfamous.com/wp-content/uploads/2020/04/6pack_new2.jpg
https://grandpascalzosfamous.com/wp-content/uploads/2023/01/nutrition_label.jpg
",Choose your quantity below (each pack is approx 1lb): 6 pound packs (24 servings): $84 12 pound packs (48 servings). $124 Available in sweet and hot varieties.,Visit grandpascalzosfamous.com/shop to get free shipping on gourmet chicken sausages.,grandpascalzosfamous.com/shop
JRE Experience Podcast Sponsors & Promos,https://joovv.com/products/joovv-max-3-0,The Truman Set | Quality Shaving Supplies,15,"Meet the Truman Set: our signature matte handle, three 5-blade razor cartridges, shave gel, and more shaving supplies.",https://joovv.com/cdn/shop/files/favicon_8b811544-d6f1-4d40-9667-4955566c9cd4_32x32.png?v=1613558818,"https://joovv.com/cdn/shop/products/joovv-max-3-0-setup-door-001_600x.jpg?v=1601928213
https://images.accentuate.io/?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/Re-engineered-inside-and-out-v1684168987077.jpg?800x533
https://images.accentuate.io/?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/Superior-Optics-v1684168991638.jpg?800x533
https://images.accentuate.io/?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/Pulse-Technology-1-v1684183445480.jpg?800x533
https://images.accentuate.io/?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/download-(3)-v1624655796386.jpeg?1200x800
https://images.accentuate.io/?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/Joovv-ETL-4-v1621385633759.png?1867x1201
https://joovv.com/cdn/shop/products/joovv-max-3-0-setup-door-003_600x.jpg?v=1601928213
https://joovv.com/cdn/shop/products/joovv-max-3-0-setup-door-004_600x.jpg?v=1601928213
https://joovv.com/cdn/shop/products/joovv-max-3-0-setup-door-005_600x.jpg?v=1601928213
https://joovv.com/cdn/shop/products/joovv-max-3-0-setup-door-006_600x.jpg?v=1601928213
https://joovv.com/cdn/shop/products/joovv-max-3-0-setup-door-008_600x.jpg?v=1601928213","Meet the Truman Set: our signature matte handle, three 5-blade razor cartridges, shave gel, and more shaving supplies.",Visit harrys.com/rogan to get a FREE shaving trial set.,harrys.com/rogan
JRE Experience Podcast Sponsors & Promos,https://www.harrys.com/en/us/products/the-truman-set,Max 3.0 Kit,"5,599.00","The Max 3.0 Kit offers powerful light therapy with short treatment times. Combining 2 Joovv Minis and 2 Joovv Solos, the Max offers convenient and affordable full-body light therapy treatments with Joovv’s patented modular design.",https://joovv.com/cdn/shop/files/favicon_8b811544-d6f1-4d40-9667-4955566c9cd4_32x32.png?v=1613558818,"https://joovv.com/cdn/shop/t/278/assets/logo-white.png?v=3225149972724829071679805097
https://joovv.com/cdn/shop/files/J-Icon-Color-2_80x.png?v=3212392066447960041
https://joovv.com/cdn/shop/files/icon-compare-products_80x.png?v=9705322661330157335
https://joovv.com/cdn/shop/files/health-wellness_80x.png?v=17354261711078478500
https://upstream.production.splitit.com/v1/img/logo/logo-purple.svg?v=1.3.48
//images.accentuate.io?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/Re-engineered-inside-and-out-v1684168987077.jpg?800x533

//images.accentuate.io?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/Superior-Optics-v1684168991638.jpg?800x533

//images.accentuate.io?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/Pulse-Technology-1-v1684183445480.jpg?800x533

//images.accentuate.io?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/Versatile-Mounting-v1684169000830.jpg?800x533

//images.accentuate.io?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/download-(3)-v1624655796386.jpeg?1200x800

//images.accentuate.io?c_options=w_1200&image=https://cdn.accentuate.io/4585938092150/12629992702070/Joovv-ETL-4-v1621385633759.png?1867x1201

https://joovv.com/cdn/shop/t/278/assets/apple-store_240x.png?v=119089861063080078601679805102
https://joovv.com/cdn/shop/t/278/assets/play-store_240x.png?v=168366034616075161901679805103
https://joovv.com/cdn/shop/files/Joovv_App_-_Footer_0d8f747e-741f-4e25-b6c7-4cfb064deab8_600x.jpg?v=1639077985
https://editor-upload-cdn.optimonk.com/userImages/64855/61e87dbc7f702d001e716ec6/Optimonk%20Image%20v3_1643129487680.jpg
https://editor-upload-cdn.optimonk.com/userImages/64855/61e87dbc7f702d001e716ec6/optimonk%20welcome5_1668705401065.jpg","The Max 3.0 Kit offers powerful light therapy with short treatment times. Combining 2 Joovv Minis and 2 Joovv Solos, the Max offers convenient and affordable full-body light therapy treatments with Joovv’s patented modular design.",Visit joovv.com/joe and use the promo code JOE to get $100 off the Generation 3.0 pre-order.,joovv.com/joe
JRE Experience Podcast Sponsors & Promos,https://kamikoto.com/products/kanpeki-knife-set-1000-3000-toishi-whetstone-12?variant=31581767204935,Kamikoto Knives,381,"Kanpeki Knife Set ($341) Over a thousand years of craftsmanship have inspired the final form of the Kamikoto 神箏 Kanpeki Knife Set. Meticulously handcrafted, each blade features high-quality steel from Ibaraki, Japan – a steel with high corrosion resistance and durability. The Kanpeki Knife Set is rigorously quality tes",https://kamikoto.com/cdn/shop/files/favicon_cb2949fb-409e-42a6-9201-67738c963e99_32x32.png?v=1613160341,"https://kamikoto.com/cdn/shop/products/KPK-whet_e176b158-666c-461a-ab38-f0a147082bf4_1100x.jpg?v=1618914020
https://kamikoto.com/cdn/shop/products/kanpeki1_1100x_2_e197b564-8435-4e09-aae0-8bec9e5f7a99_1100x.jpg?v=1618914063
https://kamikoto.com/cdn/shop/products/Whetstone_dac1aa6c-b385-40ae-8319-75c3dd0e3bca_1100x.jpg?v=1618914080
https://kamikoto.com/cdn/shop/products/Image2_208732b9-9478-4491-8077-e21452ee3751_1100x.jpg?v=1618914123
https://kamikoto.com/cdn/shop/products/kanpeki4_1100x_f19adec4-f3d8-4328-9e03-db57e9c6fe1a_1100x.jpg?v=1618914141","Kanpeki Knife Set ($341) Over a thousand years of craftsmanship have inspired the final form of the Kamikoto 神箏 Kanpeki Knife Set. Meticulously handcrafted, each blade features high-quality steel from Ibaraki, Japan – a steel with high corrosion resistance and durability. The Kanpeki Knife Set is rigorously quality tes",Visit kamikoto.com/rogan and use the promo code ROGAN to get 25%,kamikoto.com/rogan
JRE Experience Podcast Sponsors & Promos,https://lairdsuperfood.com/products/superfood-creamer-turmeric,Laird Superfood Turmeric Coffee Creamer,14,"Our Turmeric Superfood Creamer makes it easy to enjoy the natural benefits of organic turmeric in your coffee, teas, smoothies, and food. We also love it as a one step Golden Milk -- just add hot water!   Delicious All-natural, whole-food ingredients Contain a full range of MCTs Shelf stable No artificial flavors, colors, or additives No sugar from highly refined corn syrup No refrigeration needed",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBtHO-dZqvsN4unsSvTByVozW50_hUfzWp4PSS4iuu-w&s,https://lairdsuperfood.com/cdn/shop/files/Turmeric.jpg?v=1686342699&width=500&quot;,"Our Turmeric Superfood Creamer makes it easy to enjoy the natural benefits of organic turmeric in your coffee, teas, smoothies, and food. We also love it as a one step Golden Milk -- just add hot water!   Delicious All-natural, whole-food ingredients Contain a full range of MCTs Shelf stable No artificial flavors, colors, or additives No sugar from highly refined corn syrup No refrigeration needed","Visit lairdsuperfood.com/rogan and enter the coupon code ROGAN20 at checkout to get 20% off your order.

Rogan says he drinks coffee with Laird Superfood turmeric creamer during every single podcast. He’s addicted.","https://lairdsuperfood.com/cdn/shop/products/LSF_SFC_Turmeric_8oz_FOP.png?v=1674683228&width=1200
https://lairdsuperfood.com/cdn/shop/products/LSF_SFC_Turmeric_8oz_BOP.png?v=1675290681&width=1200
https://lairdsuperfood.com/cdn/shop/files/Turmeric.jpg?v=1686342699&width=1200
https://lairdsuperfood.com/cdn/shop/files/NFPTurmeric16oz.png?v=1688056215&width=1200"
JRE Experience Podcast Sponsors & Promos,https://www.liquid-iv.com/products/white-peach-sugar-free-hydration-multiplier,Liquid I.V. Hydration Multiplier,25.99,"Hydration Multiplier Sugar-Free is a great-tasting, Non-GMO electrolyte drink mix powered by a proprietary Amino Acid Allulose Blend to hydrate better than water alone with 0 sugar and 0 artificial sweeteners. 1 stick contains 3x the electrolytes of the leading sports drink with 8 vitamins and nutrients for faster hydration and everyday wellness. It’s the smart 0 sugar hydration solution from the #1 Powdered Hydration Brand in America.",https://www.liquid-iv.com/svg/logo.svg,"https://cdn.shopify.com/s/files/1/1338/1013/files/SF-WP-14ct_x2400_crop_center.jpg?v=1686262641
https://cdn.shopify.com/s/files/1/1338/1013/files/ingredients--vitamin-b_c77154c5-a90f-4e99-8211-bbb89dc9cde0.png?v=1686267897
https://cdn.shopify.com/s/files/1/1338/1013/files/malic_20acid.jpg?v=1686265343
https://cdn.shopify.com/s/files/1/1338/1013/files/Allulose.jpg?v=1686265330","Hydration Multiplier Sugar-Free is a great-tasting, Non-GMO electrolyte drink mix powered by a proprietary Amino Acid Allulose Blend to hydrate better than water alone with 0 sugar and 0 artificial sweeteners. 1 stick contains 3x the electrolytes of the leading sports drink with 8 vitamins and nutrients for faster hydration and everyday wellness. It’s the smart 0 sugar hydration solution from the #1 Powdered Hydration Brand in America.","Visit liquid-iv.com and use the promo code JOEROGAN at checkout to get 25% off your purchase.

Joe Rogan says he uses Liquid I.V. everyday and takes it before his workouts, during his workouts and especially after hot yoga sessions. Read more about Rogan’s use of Liquid I.V. here.",liquid-iv.com
JRE Experience Podcast Sponsors & Promos,https://magicspoon.com/products/variety-pack-cereal-case,Magic Spoon Variety Pack,39,✨ FREE Cinnamon Roll box with $50+ Order ✨,https://magicspoon.com/cdn/shop/t/82/assets/favicon.ico?v=107415939221661537011620671971,"https://magicspoon.imgix.net/products/MS_VARIETY_4PACK-434857.png?v=1667355831&auto=format,compress&w=800
https://magicspoon.imgix.net/products/MS_RTB_s_Variety4-Pack_compact.jpg?v=1672954262&auto=format,compress
https://magicspoon.imgix.net/products/MS_VARIETY_4PACK_FRONT-441413_compact.jpg?v=1672954262&auto=format,compress
https://magicspoon.imgix.net/products/MS_VARIETY_4PACK_BACK-903056_compact.jpg?v=1672954262&auto=format,compress
https://magicspoon.imgix.net/products/MS_4PACK_BOWL_SPOON-168975_compact.jpg?v=1672954262&auto=format,compress
https://magicspoon.imgix.net/products/MS_VARIETY_STACK_10.21_compact.jpg?v=1672954262&auto=format,compress
https://magicspoon.imgix.net/products/MS_VARIETY_TOPDOWN_3.22_0d136b26-81fa-4772-86a7-87c48f6dfcce-874260_compact.jpg?v=1672954262&auto=format,compress
https://magicspoon.imgix.net/files/MS_NFP_4PACK_7.14.23_d9fe7325-ee60-4e8e-a727-2f54f8cd4ba7_compact.jpg?v=1689862226&auto=format,compress
https://magicspoon.imgix.net/t/82/assets/MAGIC-SPOON-CEREAL-BOWL-BUILD-OWN.png?v=24130378516383250491621032181&auto=format,compress
https://magicspoon.imgix.net/t/82/assets/MAGIC-SPOON-CEREAL-BOWL-VARIETY-BLUEBERRY.png?v=134406115447474141011621032194&auto=format,compress
https://magicspoon.imgix.net/t/82/assets/MAGIC-SPOON-CEREAL-BOWL-FRUITY.png?v=147625380842434915591621032189&auto=format,compress
https://magicspoon.imgix.net/t/82/assets/MAGIC-SPOON-CEREAL-BOWL-PEANUT.png?v=14071858355857640551620671999&auto=format,compress
https://magicspoon.imgix.net/t/82/assets/MAGIC-SPOON-CEREAL-BOWL-COCOA.png?v=7727963434009731181621032186&auto=format,compress
https://magicspoon.imgix.net/t/82/assets/MAGIC-SPOON-CEREAL-BOWL-CINNAMON.png?v=91889028386387242631621032184&auto=format,compress
https://magicspoon.imgix.net/t/82/assets/MAGIC-SPOON-CEREAL-BOWL-FROSTED.png?v=62935650527471539301621032187&auto=format,compress
https://magicspoon.com/cdn/shop/files/MS_4PACK_BOWL_1024x1024.jpg?v=1666648561
https://magicspoon.imgix.net/products/MS_VARIETY_4PACK_CHART_1.13.23-939602.png?v=1689862226&auto=format,compress&w=960",✨ FREE Cinnamon Roll box with $50+ Order ✨,"Visit magicspoon.com/joe to get free shipping when you order Magic Spoon’s healthy, high protein cereal.",magicspoon.com/joe
JRE Experience Podcast Sponsors & Promos,https://www.manscaped.com/products/lawn-mower-4,MANSCAPED The Lawn Mower® 4.0,84.99,"The Lawn Mower® 4.0 pubic hair trimmer by MANSCAPED™. Waterproof with a 7,000 RPM motor and ceramic blade with SkinSafe™ technology. Get yours for as little as $84.99 for a limited time.",https://www.manscaped.com/favicon-32x32.png?v=43bd81bd020443c3608c3090f494b88d,"https://cdn.shopify.com/s/files/1/1383/0317/files/LM4_1080x1080_crop_center.png.webp?v=1686854849
https://cdn.shopify.com/s/files/1/1383/0317/files/2_fe7b2aff-e122-45d3-9682-178d88d919a5_1080x1080_crop_center.jpg.webp?v=1686854855
https://cdn.shopify.com/s/files/1/1383/0317/files/3_50514827-290f-4c45-aef1-06bf0ed9250b_1080x1080_crop_center.jpg.webp?v=1686854861
https://cdn.shopify.com/s/files/1/1383/0317/files/LM4.0_Accs_NO_AC_Adapter_BLACK_1080x1080_crop_center.jpg.webp?v=1686854869
https://cdn.shopify.com/s/files/1/1383/0317/files/5_ee46bf99-c6fb-4705-b069-b02ad6c93f11_1080x1080_crop_center.jpg.webp?v=1686854877
https://cdn.shopify.com/s/files/1/1383/0317/files/6_8895cb3c-9507-47c0-9d47-713350af6867_1080x1080_crop_center.jpg.webp?v=1686854885","The Lawn Mower® 4.0 pubic hair trimmer by MANSCAPED™. Waterproof with a 7,000 RPM motor and ceramic blade with SkinSafe™ technology. Get yours for as little as $84.99 for a limited time.",Visit manscaped.com/rogan and use the promo code JRE to get 20% off and free shipping.,manscaped.com/rogan
JRE Experience Podcast Sponsors & Promos,https://www.meundies.com/products/boxer-brief?pc=DCK,MeUndies Boxers,26,"<p>Super-soft, sustainable modal fabric with classic no-roll black waistband.</p>",https://meundies.imgix.net/images/shared/favicon.ico?auto=format%2Ccompress&v2,https://meundies.imgix.net/meundies/sizing_charts/715/mobile/original/Mens-Core_Undies_MB.png?auto=format%2Ccompress,"<p>Super-soft, sustainable modal fabric with classic no-roll black waistband.</p>","Visit meundies.com/rogan to get 15% off your first order and free shipping.

MeUndies are the only underwear that Joe Rogan wears.",meundies.com/rogan
JRE Experience Podcast Sponsors & Promos,https://www.mvmt.com/mens-watches/legacy/grizzly-brown/28000281.html,MVMT Watches,88,"Elevate style with Legacy Traveler watch. Dual timezone dial. Grizzly Brown strap, rose gold case, black dial. Discover the prime business casual watch for men.",https://www.mvmt.com/on/demandware.static/Sites-MVMTUS-Site/-/default/dw8c5166de/images/favicons/favicon-96x96.png,"https://www.mvmt.com/on/demandware.static/-/Sites-mvmt-us-storefront/default/dw869126ad/flyout/black_ceramic_nav.jpg
https://www.mvmt.com/on/demandware.static/-/Sites-mvmt-us-storefront/default/dw6db25e4f/flyout/SS23_Sunnies_Men.jpg
https://www.mvmt.com/on/demandware.static/-/Sites-mvmt-us-storefront/default/dw06b5ba96/flyout/new_jewelry_nav.jpg","Elevate style with Legacy Traveler watch. Dual timezone dial. Grizzly Brown strap, rose gold case, black dial. Discover the prime business casual watch for men.","Visit mvmt.com/rogan to see their biggest sale of the year and get free shipping.

Joe Rogan has 4 different MVMT watches that he wears all the time but his favorite is the Classic with black face and black strap.",mvmt.com/rogan
JRE Experience Podcast Sponsors & Promos,https://www.nutrition53.com/products/lean1-neuro,Neuro Gum Energy & Focus,21.59,"Neuro Gum's vegan, sugar-free, and aspartame free nootropic blend of caffeine, L-theanine, and B-vitamins gives you the mental energy boost you need to tackle your day.",https://neurogum.com/cdn/shop/files/Neuro_Favicon_v1-02_801fabd2-0133-41aa-af97-69d9beb8be25_32x32.png?v=1613697895,"https://neurogum.com/cdn/shop/products/1_02d3ef2d-742d-41d8-8e54-498a220ff726.jpg?v=1691411645&width=1946
https://neurogum.com/cdn/shop/products/4_03b45889-70bc-4d02-b663-4e525065c255.jpg?v=1691411645&width=1946
https://neurogum.com/cdn/shop/products/2_85e091a0-da2c-467f-83d4-8ce09cc7d171.jpg?v=1691411645&width=1946
https://neurogum.com/cdn/shop/products/3_38d5ca81-94cb-4402-900a-e3c936c9f36e.jpg?v=1691411645&width=1946","Neuro Gum's vegan, sugar-free, and aspartame free nootropic blend of caffeine, L-theanine, and B-vitamins gives you the mental energy boost you need to tackle your day.","Visit getneuro.com and use the promo code ROGAN to get 15% off.

Neuro Gum is chewing gum with nootropics and it’s Joe Rogan’s new favorite nootropic. He chews it everyday because it’s so convenient and effective. Neuro Mints are also available. Read more about Rogan’s use of Neuro Gum here.",ROGAN
JRE Experience Podcast Sponsors & Promos,https://www.onnit.com/protein-bites/?pid=6678&feed&irgwc=1&clickid=2gpwqAzw1xyPR7QUNZUeSUTuUkF15BwGfSfrWE0&utm_source=420711&utm_campaign=Onnit%20Product%20Feed%20Ad&utm_medium=IR&utm_content=JRE%20Library,Onnit Protein Bites,31.96,"Protein Bites, now in Cookies and Cream and S&rsquo;mores. Shop Now.",https://onnits3.imgix.net/interface/branding/touch-icon.png?w=32&h=32,"https://onnits3.imgix.net/product-page/protein-bites/bites-grid.jpg?q=40&fm=pjpg&auto=compress,format
https://onnits3.imgix.net/product-page/protein-bites/Bites-Authority-1.jpg?q=40&fm=pjpg&auto=compress,format
https://onnits3.imgix.net/product-page/protein-bites/buybox-2.jpg?q=40&fm=pjpg&auto=compress,format
https://onnits3.imgix.net/product-page/protein-bites/Bites-Authority-3.jpg?q=40&fm=pjpg&auto=compress,format
https://onnits3.imgix.net/product-page/protein-bites/buybox-4.jpg?q=40&fm=pjpg&auto=compress,format","Protein Bites, now in Cookies and Cream and S&rsquo;mores. Shop Now.","Visit onnit.com and use promo code ROGAN or GETONNIT to get 10% off of any and all supplements. Read more about Joe Rogan’s supplement stack here.

Check out Onnit’s current free trial offers for their best-selling supplements:","ROGAN
GETONNIT"
JRE Experience Podcast Sponsors & Promos,https://www.phonesoap.com/products/phonesoap-3-phone-uv-sanitizer,The Original UVC Phone Sanitizer & Charger | PhoneSoap 3,79.95,The PhoneSoap 3 is a smartphone sanitizer that uses UV light to kill 99.9% of the bacteria* on your device and offers a USB port for simultaneous charging. Get yours today!,https://www.phonesoap.com/cdn/shop/files/favicon-32x32.png?crop=center&height=32&v=1674452159&width=32,"https://www.phonesoap.com/cdn/shop/products/500-1-1_PHONE-US-IS.jpg?v=1692071128
https://www.phonesoap.com/cdn/shop/files/Petris_Modified_1_Kills999.jpg?v=1692071128
https://www.phonesoap.com/cdn/shop/files/PS3_Modified_1_Kills999.jpg?v=1692071128
https://www.phonesoap.com/cdn/shop/files/PS3_Modified_2_germicidal.jpg?v=1692071128
https://www.phonesoap.com/cdn/shop/files/PS3_Modified_3_complete.jpg?v=1692071128
https://www.phonesoap.com/cdn/shop/products/500-1-4_PHONE-US-IS.jpg?v=1692071128
https://www.phonesoap.com/cdn/shop/products/500-1-5_PHONE-US-IS.jpg?v=1692071128
https://www.phonesoap.com/cdn/shop/products/AMZ-PS3-White-Cover.jpg?v=1692071128",The PhoneSoap 3 is a smartphone sanitizer that uses UV light to kill 99.9% of the bacteria* on your device and offers a USB port for simultaneous charging. Get yours today!,Visit phonesoap.com and use promo code ROGAN to get 20% off and free shipping.,phonesoap.com
JRE Experience Podcast Sponsors & Promos,https://www.piquelife.com/products/elderberry-liposomal-vitamin-c-sub?rfsn=5431954.0670db&utm_source=affiliate&utm_medium=podcast_campaign&utm_campaign=dailyimmune&utm_content=rogan,Pique Tea | Elderberry Liposomal Vitamin C,68,"Maximized for absorption, Liposomal Vitamin C bypasses absorption barriers to travel directly into your bloodstream and cells, to support immunity and healthy aging. Formulated with 1900mg of elderberry superfood complex and 1000mg Liposomal Vitamin C.",https://www.piquelife.com/cdn/shop/t/444/assets/favicon-32x32.png?v=2728237403590052471691142121,"https://www.piquelife.com/cdn/shop/products/PUERGREEN_FAFAFA_1200x.jpg?v=1644889810
https://www.piquelife.com/cdn/shop/products/PuerGreenPDP_updatedsachet_2_800x.jpg?v=1654908151
https://www.piquelife.com/cdn/shop/products/PuerGreenPDP_5_800x.jpg?v=1654908151
https://www.piquelife.com/cdn/shop/products/PuerGreenPDP_4_800x.jpg?v=1654908151
https://www.piquelife.com/cdn/shop/products/PuerGreenPDP_3_800x.jpg?v=1654908151
https://www.piquelife.com/cdn/shop/files/PuerGreen_800x.jpg?v=1637585508
","Maximized for absorption, Liposomal Vitamin C bypasses absorption barriers to travel directly into your bloodstream and cells, to support immunity and healthy aging. Formulated with 1900mg of elderberry superfood complex and 1000mg Liposomal Vitamin C.",Visit piquetea.com/rogan and get 5% off sitewide on your first order + FREE SHIPPING when you purchase a bundle.,piquetea.com/rogan
JRE Experience Podcast Sponsors & Promos,pso-rite.com/discount/JOEROGAN,PSO-RITE MuscleRelease,59.99,"Better athletes need better recovery. Introducing the Pso-Rite, the first and only self massage tool designed to release tightness in your psoas muscle.",https://pso-rite.com/cdn/shop/files/favicon_32x32.png?v=1614339587,"https://m.media-amazon.com/images/I/412fk6P8k2L._AC_SL1000_.jpg
https://m.media-amazon.com/images/I/51EUVyMKUwL._AC_SL1204_.jpg
https://m.media-amazon.com/images/I/61iv62oTSQL._AC_SL1200_.jpg
https://m.media-amazon.com/images/I/61CU60yg+6L._AC_SL1204_.jpg
https://m.media-amazon.com/images/I/61FZrNlWu3S._AC_SL1500_.jpg","Better athletes need better recovery. Introducing the Pso-Rite, the first and only self massage tool designed to release tightness in your psoas muscle.","Visit pso-rite.com/discount/JOEROGAN to get 20% off at checkout.

The Pso-Rite is a self massager for the psoas and other muscles. Rogan first learned about it from MMA fighter Michael Chandler and was convinced to try one by David Goggins. Now he likes the Pso-Rite so much that he gives them out to people who come by the studio.",pso-rite.com/discount/JOEROGAN
JRE Experience Podcast Sponsors & Promos,https://www.getquip.com/store/products/gum?utm_source=podcast&utm_medium=sponsor&utm_campaign=joe_rogan,quip gum,10,"Can help prevent cavities, freshens breath, sugar-free with tooth-friendly xylitol, plus refillable dispenser for hygienic, hands-free sharing at the push of a button.",https://www.getquip.com/gatsby-assets/favicon-32x32.png?v=d0efbc7151eae4e64d785c59d4a546c8,"https://images.ctfassets.net/2tdscsybkbx7/5rzn8L5LzvhCeeb0VNxYnU/f62a36b71fa8a3752419e9fdad459022/quip_store_render_starter-set-gum-white_2700x2700_ICON__1_.jpg
https://images.ctfassets.net/2tdscsybkbx7/7BTofz4h0jyz5EL5ZSCG2y/5b87056ec6717a41083dff75917657a9/Bodega-Store-Product_PDP-Large-Carousel_Gum_4_480x515.jpg
https://images.ctfassets.net/2tdscsybkbx7/1tg6rMrBBiBOSbEkh9uo4u/03e38f2b0e1fe3149af64cd9798e9666/Bodega-Store-Product_PDP-Large-Carousel_Gum_1_480x515.gif
https://images.ctfassets.net/2tdscsybkbx7/f2ELf5pEwMNApwWDfVaTh/478592bbdaf53de7c01422ef2b59fd28/Bodega-Store-Product_PDP-Large-Carousel_Gum_3_480x515.jpg
https://images.ctfassets.net/2tdscsybkbx7/1ZCvsE1Ybd9ynuWzVGL8jR/9db0ec5e9ffdbe888131f7f1742d0735/Bodega-Store-Product_PDP-Large-Carousel_Gum_2_480x515.jpg
https://images.ctfassets.net/2tdscsybkbx7/3wy8S4PMw7ophsQkkUOMfN/dd90de5fbb193dc3f5d0f9b358535968/200928-Bodega-Store-Product_Upsell-Add-ons_Adult-Toothbrush_300x300.png
https://images.ctfassets.net/2tdscsybkbx7/333nnwyNFH5wwtzjFsnW0f/4a3eff50030a6512d71b259051271503/Large_Anticavity_Toothpaste_Upsell_Lifestyle_Mint.png
https://images.ctfassets.net/2tdscsybkbx7/4jqwUhTtVs9fXDRdb8pH3V/c5e17c6306b64500a88d7602ccfe9ed9/quip-mouthwash-lifestyle-image-300x300px.png
https://images.ctfassets.net/2tdscsybkbx7/QaDhr0oyIKEdtXFXzOs6M/002b460d361fb1dc7bedc462f9b44734/200928-Bodega-Store-Product_Upsell-Add-ons_Refresh-Bag_300x300.png
https://images.ctfassets.net/2tdscsybkbx7/NEYDw3MbXDOZEKFrrIC9s/cac5ba49ccff7be614b75e377fa965f8/201125-Sugarhill-PDP-Beat_Dispenser.gif
https://images.ctfassets.net/2tdscsybkbx7/4eyLdz0fvNFMOl3xs3pfe3/80a9a635de68443e58e611e2a05b4216/201125-Sugarhill-PDP-Beat_Gum.gif
https://images.ctfassets.net/2tdscsybkbx7/CmLOuwUYnq00ksjlQrPnZ/f26f1a659b84e314c1625a6408e4e329/201125-Sugarhill-PDP-Beat_Sharing.gif
https://images.ctfassets.net/2tdscsybkbx7/7yXHqZY4g6wSueSUO5eDAO/c806d83bc7067c3c07a7b46d04bb7577/201125-Sugarhill-PDP-Beat_Refills.jpg","Can help prevent cavities, freshens breath, sugar-free with tooth-friendly xylitol, plus refillable dispenser for hygienic, hands-free sharing at the push of a button.","Visit getquip.com/rogan to get your first refill pack for FREE with a quip electric toothbrush.

Rogan says quip is his all-time favorite toothbrush.",getquip.com/rogan
JRE Experience Podcast Sponsors & Promos,https://www.revtownusa.com/collections/sharp/products/sharp-jean-coal-black,Revtown Jeans,99,"A sleek black denim wash that's not over saturated. Our Sharp fit is a slim fit built with 4 way athletic stretch, making a super comfortable jean. Free Shipping & Returns on every purchase.",https://www.revtownusa.com/cdn/shop/files/faiv_32x32.png?v=1614293452,"https://www.revtownusa.com/cdn/shop/files/revtown_white_170x.png?v=1614293484
https://www.revtownusa.com/cdn/shop/files/revtown_white_140x.png?v=1614293484
https://www.revtownusa.com/cdn/shop/products/CoalBlackFront_{width}x.png?v=1631124624
https://www.revtownusa.com/cdn/shop/products/CoalBlackFrontHalf_{width}x.png?v=1631124624
https://www.revtownusa.com/cdn/shop/products/CoalBlackFrontMovement_{width}x.png?v=1631124624
https://www.revtownusa.com/cdn/shop/products/CoalBlackSide_{width}x.png?v=1631124624
https://www.revtownusa.com/cdn/shop/products/CoalBlackBack_{width}x.png?v=1631124624","A sleek black denim wash that's not over saturated. Our Sharp fit is a slim fit built with 4 way athletic stretch, making a super comfortable jean. Free Shipping & Returns on every purchase.",Visit revtown.com/rogan.,revtown.com/rogan
